250_c2_r3,1000_c2_r3,5000_c2_r4
NaN,NaN,NaN
NaN,NaN,NaN
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
2.220446e-16,0,0
0.0657895270166247,0,0
0.229058800880291,0,0
0.560611330750921,0,0
0.56169938541541,0,0
0.562787440079898,0,0
0.563850360849531,0,0
0.56094890839419,0,0
0.558047455938849,0,0
0.431136827039117,0,0
0.175444326711183,0,0
0.00383251264661168,0,0
